Order_ID,Order_Date,Customer_ID,Product_ID,State,City,Region,Channel,Payment_Method,Customer_Segment,Category,Product_Name,Brand,SKU_Size_g,Quantity,Unit_Price,Unit_Cost,Gross_Sales,Discount_Pct,Discount_Amount,Net_Sales,COGS,Gross_Profit,Net_Profit,Profit_Margin_Pct,Order_Status,Return_Flag,Return_Reason,Delivery_Days,Delivery_Status,Sales_Rep_ID,Distributor_ID,Warehouse_ID,Store_ID,Store_Type,Territory,Promotion_Flag,Promotion_Type,Loyalty_Member,Customer_Age,Customer_Gender,Customer_Rating,Complaint_Flag,Marketing_Source,Inventory_End_Qty,Reorder_Level,Stockout_Flag,Supplier_ID,Forecast_Quantity,Forecast_Error,Competitor_Price_Index,Sales_Target
ORD106983,2025-11-01 00:00:00,CUST104721,PROD1183,Rajasthan,Kota,West,E-commerce,Net Banking,Health,Biscuits,Marie Gold,Britannia,150,27.0,201.69,140.51,5445.7,0.0,0.0,5445.7,3793.78,1651.91,617.73,11.34,Returned,No,Customer Changed Mind,12,On Time,REP044,DIST0116,WH19,STORE01920,Supermarket,Rural,No,BOGO,No,66,Male,4.7,No,Google,43.0,108,No,SUP0141,26.0,2.0,0.956,92624.61
ORD105436,2026-02-13 00:00:00,CUST104656,PROD1120,Punjab,Jalandhar,North,Modern Trade,Cash,Mass,Biscuits,Little Hearts,Britannia,400,24.0,66.95,35.57,1606.76,12.59,202.3,1404.45,853.78,550.68,399.46,28.44,Delivered,No,Damaged,3,Delayed,REP001,DIST0199,WH29,STORE00849,Distributor,Rural,No,Price Off,No,52,Female,3.4,No,Referral,404.0,139,No,SUP0048,24.0,-2.0,1.022,84705.93
ORD100997,2025-10-11 00:00:00,CUST105568,PROD1078,,Ahmedabad,West,Modern Trade,Credit Card,Premium,Biscuits,Treat,Britannia,150,10.0,219.21,145.45,2192.14,6.04,132.51,2059.63,1454.46,605.17,426.44,20.7,Pending,No,Wrong Item,2,Delayed,REP072,DIST0287,WH29,STORE02451,Supermarket,Rural,No,Price Off,No,36,Female,3.2,No,Referral,160.0,268,No,SUP0086,10.0,-9.0,0.879,81898.43
ORD106907,2024-12-09 00:00:00,CUST100769,PROD1043,Punjab,Jalandhar,North,E-commerce,UPI,Mass,Cakes,Fruit Cake,Britannia,300,24.0,101.54,57.93,2436.92,13.94,339.82,2097.1,1390.33,706.77,456.29,21.76,Delivered,No,None,9,On Time,REP076,DIST0093,WH27,STORE01424,Distributor,Metro,Yes,Display,Yes,43,Female,3.5,No,Organic,1001.0,160,No,SUP0096,27.0,-4.0,1.049,29105.12
ORD108783,2026-01-25 00:00:00,CUST100721,PROD1171,Punjab,Patiala,North,E-commerce,Cash,Mass,Snacks,Toastea,Britannia,250,24.0,84.26,38.69,2022.27,5.78,116.91,1905.37,928.45,976.92,665.67,34.94,Delivered,Yes,Wrong Item,10,Delayed,REP009,DIST0217,WH28,STORE02852,Online,Semi-Urban,No,BOGO,No,59,Female,4.9,No,Instagram,123.0,291,No,SUP0110,24.0,4.0,0.936,76494.25
ORD103721,2024-12-28 00:00:00,CUST103201,PROD1011,Delhi,New Delhi,North,General Trade,Debit Card,Family,Biscuits,Marie Gold,Britannia,400,30.0,49.41,25.27,1482.34,20.29,300.79,1181.55,758.18,423.37,243.8,20.63,Pending,No,Quality Issue,1,On Time,REP006,DIST0069,WH05,STORE02988,Hypermarket,Urban,Yes,Display,Yes,41,Male,4.5,No,Facebook,451.0,170,No,SUP0027,35.0,3.0,0.892,120657.65
ORD100514,2025-03-10 00:00:00,CUST101739,PROD1136,Telengana,Bengaluru,South,General Trade,UPI,Premium,Biscuits,Milk Bikis,Britannia,75,4.0,162.72,116.82,650.89,3.54,23.01,627.88,467.28,160.6,19.92,3.17,Returned,No,Wrong Item,8,On Time,REP021,DIST0245,WH21,STORE01140,Hypermarket,Semi-Urban,Yes,Display,No,68,Male,4.0,No,Facebook,665.0,156,Yes,SUP0150,3.0,-1.0,0.889,20563.21
ORD101346,2023-09-22 00:00:00,CUST100764,PROD1178,Madhya Pradesh,Jabalpur,Central,Modern Trade,Debit Card,Premium,Biscuits,Tiger,Britannia,300,11.0,77.97,54.24,857.66,12.99,111.41,746.25,596.63,149.62,32.95,4.41,Returned,No,Wrong Item,2,On Time,REP064,DIST0228,WH17,STORE00857,Online,Urban,No,BOGO,Yes,48,Male,3.4,No,Referral,965.0,207,No,SUP0145,10.0,-3.0,1.151,16957.56
ORD101973,2026-03-27 00:00:00,CUST100499,PROD1077,Telangana,Hyderabad,South,Modern Trade,Debit Card,Health,Biscuits,Good Day,Britannia,300,2.0,99.26,66.21,198.53,8.26,16.4,182.13,132.41,49.72,-39.55,-21.72,Returned,No,Customer Changed Mind,9,Delayed,REP050,DIST0170,WH23,STORE02036,Kirana,Metro,No,Display,Yes,20,Female,4.3,No,Instagram,727.0,428,Yes,SUP0054,3.0,-6.0,1.078,118604.7
ORD101872,2025-10-06 00:00:00,CUST105105,PROD1166,Punjab,Patiala,North,Wholesale,Net Banking,Family,Bread,Bread,Britannia,250,17.0,162.54,79.11,2763.25,10.65,294.15,2469.09,1344.82,1124.27,654.83,26.52,Delivered,No,Quality Issue,12,On Time,REP038,DIST0096,WH26,STORE00846,Hypermarket,Semi-Urban,No,Bundle,No,64,Male,3.4,No,Email,618.0,390,No,SUP0033,22.0,-2.0,0.925,35654.75
ORD109674,2026-01-05 00:00:00,CUST104329,PROD1169,Kerala,Kochi,South,Wholesale,Cash,Kids,Snacks,Cheez Bit,Britannia,200,24.0,173.1,100.46,4154.44,1.78,73.84,4080.59,2411.16,1669.44,992.21,24.32,Delivered,No,Customer Changed Mind,11,On Time,REP026,DIST0300,WH25,STORE00938,Online,Urban,No,Bundle,No,23,Female,4.4,No,Instagram,157.0,237,No,SUP0131,24.0,2.0,1.121,114235.86
ORD104847,2025-03-17 00:00:00,CUST103619,PROD1139,Madhya Pradesh,Jabalpur,Central,Modern Trade,Cash,Premium,Snacks,Toastea,Britannia,50,22.0,175.17,111.38,3853.81,20.18,777.69,3076.11,2450.31,625.8,3.4,0.11,Delivered,No,None,6,On Time,REP052,DIST0111,WH23,STORE01086,Online,Urban,No,Bundle,No,51,Female,3.9,No,Offline,574.0,114,Yes,SUP0071,20.0,1.0,0.919,34304.75
ORD105076,2025-07-25 00:00:00,CUST104748,PROD1007,Telangana,Karimnagar,South,General Trade,Net Banking,Mass,Snacks,Cheez Bit,Britannia,75,22.0,82.61,44.2,1817.47,5.76,104.74,1712.73,972.5,740.23,577.98,33.75,Delivered,No,None,9,On Time,REP006,DIST0180,WH09,STORE00530,Hypermarket,Metro,No,BOGO,No,49,Male,2.8,Yes,Organic,796.0,92,Yes,SUP0066,28.0,-0.0,1.0,75381.14
ORD104709,2024-01-04 00:00:00,CUST103721,PROD1149,Madhya Pradesh,Bhopal,Central,Wholesale,Debit Card,Family,Rusk,Rusk,Britannia,50,10.0,18.82,9.38,188.25,6.92,13.02,175.23,93.83,81.4,18.79,10.72,Delivered,No,None,5,Delayed,REP009,DIST0190,WH10,STORE01602,Kirana,Urban,No,Price Off,No,53,Male,4.7,No,Email,30.0,405,No,SUP0085,9.0,-5.0,0.88,95924.24
ORD107759,2025-09-09 00:00:00,CUST100819,PROD1107,Punjab,Jalandhar,North,General Trade,UPI,Mass,Snacks,Toastea,Britannia,100,2.0,132.33,60.65,264.65,6.46,17.1,247.55,121.3,126.25,84.12,33.98,Delivered,No,Quality Issue,13,On Time,REP018,DIST0189,WH28,STORE02731,Online,Semi-Urban,No,Price Off,No,30,Male,3.6,No,Offline,1010.0,489,No,SUP0112,2.0,2.0,1.016,61444.39
ORD106795,2026-03-13 00:00:00,CUST103968,PROD1046,Telangana,Hyderabad,South,Modern Trade,Cash,Premium,Biscuits,Bourbon,Britannia,300,12.0,78.65,48.06,943.85,0.0,0.0,943.85,576.75,367.1,200.23,21.21,Delivered,No,Wrong Item,9,On Time,REP080,DIST0002,WH06,STORE02333,Supermarket,Metro,No,Price Off,No,50,Female,3.1,No,Facebook,1161.0,357,No,SUP0044,13.0,-6.0,1.072,61135.79
ORD103360,2026-01-04 00:00:00,CUST103504,PROD1071,West Bengal,Kolkata,East,E-commerce,Debit Card,Kids,Biscuits,NutriChoice,Britannia,500,12.0,145.33,68.71,1743.93,10.18,177.53,1566.4,824.51,741.89,502.73,32.09,Pending,No,Damaged,12,On Time,REP064,DIST0226,WH16,STORE00813,Online,Metro,No,Display,Yes,26,Female,4.2,No,Facebook,102.0,323,No,SUP0139,14.0,-9.0,1.033,137626.13
ORD104503,2026-01-01 00:00:00,CUST104091,PROD1135,Andhra Pradesh,Visakhapatnam,South,E-commerce,Credit Card,Kids,Biscuits,50-50,Britannia,300,22.0,28.55,12.96,628.09,1.84,11.57,616.52,285.16,331.35,211.91,34.37,Delivered,No,Quality Issue,5,On Time,REP018,DIST0019,WH25,STORE00020,Distributor,Urban,Yes,Bundle,No,18,Other,5.0,No,Facebook,1438.0,275,No,SUP0097,17.0,-2.0,1.163,136237.51
ORD107228,2025-12-22 00:00:00,CUST100914,PROD1158,Karnataka,Bengaluru,South,General Trade,Debit Card,Mass,Biscuits,Good Day,Britannia,50,17.0,77.04,52.84,1309.6,4.82,63.11,1246.5,898.31,348.19,191.45,15.36,Delivered,No,Wrong Item,5,On Time,REP042,DIST0182,WH30,STORE02838,Distributor,Semi-Urban,Yes,BOGO,No,59,Female,4.8,No,Facebook,1145.0,246,No,SUP0110,18.0,-1.0,1.054,87245.8
ORD109699,2024-01-13 00:00:00,CUST102969,PROD1196,Uttar Pradesh,Varanasi,North,General Trade,UPI,Family,Biscuits,Little Hearts,Britannia,300,26.0,62.63,29.95,1628.32,5.33,86.72,1541.6,778.62,762.98,636.56,41.29,Pending,No,Damaged,11,On Time,REP069,DIST0172,WH28,STORE02787,Online,Rural,No,BOGO,No,35,Male,4.7,No,Email,735.0,377,No,SUP0018,35.0,-3.0,0.879,124116.13
ORD106686,2026-06-28 00:00:00,CUST104283,PROD1121,Andhra Pradesh,Guntur,South,General Trade,Net Banking,Kids,Snacks,Toastea,Britannia,500,14.0,106.46,81.48,1490.48,2.45,36.49,1453.99,1140.67,313.32,158.87,10.93,Pending,No,None,13,On Time,REP019,DIST0190,WH24,STORE02278,Online,Urban,No,Display,Yes,18,Female,5.0,No,Email,1342.0,297,No,SUP0045,14.0,2.0,1.035,21535.52
ORD107184,2025-08-28 00:00:00,CUST100979,PROD1033,Haryana,Panipat,North,Modern Trade,Net Banking,Health,Biscuits,NutriChoice,Britannia,150,12.0,,13.85,327.04,2.42,7.9,319.14,166.22,152.92,52.11,16.33,Returned,No,None,5,On Time,REP056,DIST0017,WH10,STORE00226,Supermarket,Urban,Yes,BOGO,No,18,Male,4.3,No,Instagram,86.0,337,No,SUP0011,15.0,-3.0,1.088,66564.78
ORD104820,2024-10-26 00:00:00,CUST104987,PROD1122,Uttar Pradesh,Noida,North,General Trade,UPI,Mass,Biscuits,Little Hearts,Britannia,300,4.0,103.56,65.91,414.25,0.0,0.0,414.25,263.65,150.6,49.91,12.05,Delivered,No,Damaged,2,On Time,REP018,DIST0277,WH19,STORE01629,Online,Urban,No,Bundle,Yes,60,Male,3.8,No,Facebook,565.0,297,No,SUP0059,3.0,2.0,1.01,77172.18
ORD108741,2023-12-05 00:00:00,CUST100611,PROD1166,Kerala,Thiruvananthapuram,South,General Trade,UPI,Health,Biscuits,Little Hearts,Britannia,300,9.0,163.13,97.29,1468.15,16.37,240.32,1227.83,875.65,352.18,126.49,10.3,Returned,No,Wrong Item,11,On Time,REP078,DIST0215,WH28,STORE00163,Supermarket,Rural,No,Display,No,56,Male,4.5,No,Offline,626.0,193,No,SUP0026,9.0,-0.0,0.88,88793.87
ORD103947,2026-06-01 00:00:00,CUST100254,PROD1177,Gujarat,Rajkot,West,Wholesale,Debit Card,Health,Biscuits,Tiger,Britannia,500,23.0,69.82,49.67,1605.84,13.75,220.8,1385.04,1142.52,242.51,83.76,6.05,Delivered,No,Wrong Item,2,Delayed,REP020,DIST0189,WH21,STORE01564,Kirana,Urban,No,Price Off,No,56,Female,4.8,No,Google,422.0,315,No,SUP0007,28.0,5.0,1.117,78223.14
ORD109648,2025-03-19 00:00:00,CUST103260,PROD1131,Telangana,Karimnagar,South,General Trade,Debit Card,Family,Biscuits,Marie Gold,Britannia,400,18.0,119.84,85.17,2157.11,9.5,205.02,1952.1,1533.12,418.98,240.28,12.31,Delivered,No,None,6,On Time,REP076,DIST0242,WH20,STORE00738,Hypermarket,Urban,No,None,No,62,Male,4.7,No,Google,650.0,85,No,SUP0102,24.0,-3.0,1.184,123893.1
ORD100584,2023-10-28 00:00:00,CUST101531,PROD1023,Tamil Nadu,Mumbai,South,Wholesale,UPI,Kids,Biscuits,Treat,Britannia,250,13.0,208.8,156.07,2714.45,1.7,46.25,2668.2,2028.93,639.27,378.25,14.18,Delivered,No,Quality Issue,3,Early,REP007,DIST0008,WH22,STORE00444,Hypermarket,Metro,No,Display,Yes,36,Male,4.1,Yes,Email,865.0,465,No,SUP0119,16.0,2.0,0.858,20452.25
ORD102317,2024-05-11 00:00:00,CUST101297,PROD1178,Telangana,Hyderabad,South,General Trade,Debit Card,Health,Biscuits,Marie Gold,Britannia,300,6.0,81.74,52.02,490.47,2.78,13.66,476.81,312.1,164.71,56.44,11.84,Pending,No,Quality Issue,9,On Time,REP045,DIST0150,WH16,STORE02438,Distributor,Rural,No,None,No,55,Male,4.3,No,Instagram,1275.0,263,No,SUP0091,5.0,-3.0,1.043,141447.24
ORD101110,2024-04-01 00:00:00,CUST100476,PROD1053,Uttar Pradesh,Lucknow,North,E-commerce,Credit Card,Family,Biscuits,Tiger,Britannia,50,19.0,108.76,69.79,2066.52,1.64,33.95,2032.57,1325.98,706.59,411.06,20.22,Delivered,No,Damaged,12,Early,REP032,DIST0046,WH20,STORE00711,Hypermarket,Rural,No,None,No,44,Female,2.7,No,Offline,1086.0,32,No,SUP0118,25.0,8.0,0.888,89543.29
ORD108727,2025-11-27 00:00:00,CUST104982,PROD1021,Tamil Nadu,Tiruchirappalli,South,General Trade,Net Banking,Premium,Snacks,Toastea,Britannia,100,15.0,182.11,105.88,2731.71,0.0,0.0,2731.71,1588.14,1143.57,674.62,24.7,Returned,No,Quality Issue,10,On Time,REP043,DIST0099,WH06,STORE02138,Distributor,Metro,No,Price Off,No,47,Female,4.5,Yes,Instagram,36.0,298,No,SUP0090,15.0,-5.0,1.182,125044.19
ORD100544,2024-12-29 00:00:00,CUST103796,PROD1149,Gujarat,Ahmedabad,West,Modern Trade,Credit Card,Premium,Biscuits,Jim Jam,Britannia,75,8.0,103.01,68.14,824.12,4.57,37.66,786.46,545.11,241.35,75.59,9.61,Delivered,Yes,Customer Changed Mind,14,On Time,REP020,DIST0219,WH28,STORE02868,Hypermarket,Semi-Urban,Yes,None,Yes,37,Female,3.6,No,Instagram,943.0,186,No,SUP0132,8.0,5.0,1.023,125623.21
ORD102730,2024-09-05 00:00:00,CUST104223,PROD1034,Haryana,Faridabad,North,E-commerce,Cash,Health,Biscuits,Little Hearts,Britannia,200,28.0,72.25,52.37,2023.01,13.17,266.48,1756.54,1466.29,290.25,-85.61,-4.87,Delivered,No,Quality Issue,1,On Time,REP026,DIST0110,WH21,STORE00417,Hypermarket,Urban,No,Bundle,No,58,Male,3.2,No,Organic,1151.0,412,No,SUP0118,28.0,5.0,0.913,29722.81
ORD101713,2024-09-07 00:00:00,CUST103509,PROD1189,Delhi,Dwarka,North,Modern Trade,UPI,Family,Biscuits,Marie Gold,Britannia,200,18.0,,51.12,1506.39,14.2,213.89,1292.5,920.08,372.41,226.73,17.54,Delivered,No,None,13,On Time,REP035,DIST0144,WH06,STORE02788,Supermarket,Urban,No,None,Yes,21,Female,4.0,Yes,Google,878.0,394,No,SUP0092,24.0,6.0,1.066,36918.27
ORD104958,2023-09-14 00:00:00,CUST101689,PROD1117,Madhya Pradesh,Bhopal,Central,E-commerce,,Family,Biscuits,Jim Jam,Britannia,50,29.0,171.56,107.39,4975.14,15.48,770.15,4205.0,3114.25,1090.75,273.42,6.5,Delivered,No,Wrong Item,5,On Time,REP007,DIST0262,WH26,STORE00320,Supermarket,Rural,No,BOGO,No,47,Male,4.3,No,Facebook,1422.0,147,No,SUP0027,24.0,-6.0,0.999,35190.39
ORD103679,2023-09-10 00:00:00,CUST105950,PROD1061,Gujarat,Surat,West,Wholesale,Credit Card,Kids,Biscuits,50-50,Britannia,100,4.0,82.93,62.83,331.7,8.83,29.31,302.4,251.3,51.1,-45.8,-15.15,Delivered,No,None,8,On Time,REP075,DIST0018,WH02,STORE01276,Kirana,Semi-Urban,No,Price Off,No,42,Male,4.1,No,Offline,1254.0,435,No,SUP0066,5.0,2.0,0.86,34170.42
ORD109200,2023-11-29 00:00:00,CUST100718,PROD1028,Punjab,Patiala,North,General Trade,Debit Card,Kids,Bread,,Britannia,100,26.0,149.11,93.81,3876.9,1.25,48.57,3828.33,2439.17,1389.16,682.83,17.84,Delivered,No,Quality Issue,2,On Time,REP048,DIST0212,WH11,STORE01424,Hypermarket,Metro,No,Price Off,No,38,Male,2.5,No,Facebook,263.0,317,No,SUP0003,21.0,4.0,0.893,15139.65
ORD106869,2024-03-20 00:00:00,CUST102901,PROD1038,Telangana,Karimnagar,South,Modern Trade,Credit Card,Health,Biscuits,50-50,Britannia,100,2.0,68.37,29.9,136.75,4.67,6.39,130.36,59.79,70.57,34.11,26.17,Returned,No,Quality Issue,13,Delayed,REP020,DIST0206,WH16,STORE02037,Distributor,Urban,Yes,None,Yes,32,Female,2.0,No,Organic,379.0,230,No,SUP0001,2.0,2.0,1.186,136982.93
ORD105259,2026-03-18 00:00:00,CUST104961,PROD1086,Karnataka,Bengaluru,South,E-commerce,Credit Card,Premium,Biscuits,Jim Jam,Britannia,150,27.0,97.64,71.47,2636.31,4.83,127.28,2509.03,1929.58,579.45,298.96,11.92,Delivered,No,Customer Changed Mind,8,On Time,REP019,DIST0118,WH14,STORE02684,Supermarket,Metro,No,Price Off,No,29,Male,4.9,No,Organic,574.0,220,No,SUP0117,34.0,5.0,0.878,117757.13
ORD104782,2025-02-24 00:00:00,CUST101795,PROD1137,Karnataka,Hubballi,South,General Trade,Net Banking,Premium,Biscuits,Tiger,Britannia,50,2.0,104.86,61.84,209.72,5.86,12.28,197.44,123.69,73.75,33.06,16.75,Delivered,No,Wrong Item,1,On Time,REP011,DIST0163,WH07,STORE01031,Supermarket,Rural,No,BOGO,No,20,Male,4.8,No,Referral,423.0,259,No,SUP0126,2.0,-5.0,0.922,20485.76
ORD102641,2024-02-06 00:00:00,CUST104804,PROD1122,Delhi,Dwarka,North,E-commerce,Net Banking,Health,Cakes,Fruit Cake,Britannia,50,29.0,102.71,67.05,2978.7,8.7,259.17,2719.52,1944.45,775.08,277.72,10.21,Delivered,No,Quality Issue,8,On Time,REP035,DIST0293,WH16,STORE00674,Distributor,Metro,No,BOGO,No,34,Male,2.9,No,Google,689.0,177,No,SUP0110,38.0,10.0,0.882,11049.68
ORD109257,2024-06-10 00:00:00,CUST102107,PROD1170,Delhi,New Delhi,North,General Trade,Cash,Premium,Biscuits,Tiger,Britannia,150,2.0,42.19,26.14,84.38,7.11,6.0,78.38,52.27,26.11,-46.09,-58.81,Delivered,No,None,12,Early,REP021,DIST0032,WH09,STORE00488,Distributor,Semi-Urban,No,BOGO,Yes,38,Male,3.2,No,Offline,414.0,336,Yes,SUP0016,2.0,7.0,1.055,31422.49
ORD100452,2025-02-09 00:00:00,CUST105074,PROD1049,Tamil Nadu,Tiruchirappalli,South,General Trade,Debit Card,Kids,Rusk,Rusk,Britannia,75,16.0,52.67,35.16,842.76,15.49,130.55,712.2,562.63,149.58,10.73,1.51,Delivered,No,Quality Issue,1,Delayed,REP080,DIST0114,WH22,STORE00394,Online,Rural,No,Bundle,No,39,Male,3.7,No,Facebook,362.0,249,No,SUP0018,19.0,-3.0,1.021,115808.86
ORD107217,2024-04-14 00:00:00,CUST102560,PROD1055,Uttar Pradesh,Noida,North,Modern Trade,UPI,Kids,Biscuits,Treat,Britannia,100,24.0,71.86,46.03,1724.62,9.18,158.33,1566.29,1104.8,461.49,302.19,19.29,Pending,No,Customer Changed Mind,11,Delayed,REP029,DIST0078,WH30,STORE01987,Kirana,Semi-Urban,No,BOGO,Yes,22,Other,4.9,Yes,Facebook,1033.0,232,No,SUP0069,27.0,-5.0,0.938,139117.42
ORD105877,2026-02-24 00:00:00,CUST100946,PROD1193,Telangana,Warangal,South,General Trade,Cash,Family,Biscuits,NutriChoice,Britannia,100,1.0,36.75,23.41,36.75,6.73,2.48,34.28,23.41,10.87,-25.34,-73.93,Returned,No,Quality Issue,13,Delayed,REP030,DIST0218,WH08,STORE00498,Distributor,Urban,No,Bundle,No,45,Female,3.9,No,Google,433.0,498,No,SUP0100,1.0,-9.0,1.139,22354.98
ORD104036,2023-11-15 00:00:00,CUST104951,PROD1157,Kerala,Thrissur,South,General Trade,Debit Card,Family,Snacks,Toastea,Britannia,75,25.0,56.3,36.26,1407.55,8.21,115.55,1291.99,906.42,385.58,109.95,8.51,Delivered,No,Quality Issue,13,Delayed,REP025,DIST0251,WH05,STORE02189,Distributor,Semi-Urban,Yes,None,No,60,Male,3.2,No,Facebook,198.0,275,No,SUP0052,23.0,-0.0,0.996,60756.5
ORD102238,2023-11-02 00:00:00,CUST100596,PROD1151,Andhra Pradesh,Guntur,South,General Trade,Debit Card,Mass,Biscuits,Treat,Britannia,50,18.0,174.04,134.41,3132.65,8.1,253.83,2878.82,2419.37,459.46,123.35,4.28,Returned,No,None,14,Delayed,REP035,DIST0128,WH01,STORE02423,Kirana,Urban,No,Price Off,No,62,Male,5.0,No,Facebook,571.0,473,No,SUP0134,19.0,3.0,1.029,12650.0
ORD102106,2025-09-02 00:00:00,CUST101589,PROD1096,Tamil Nadu,Madurai,South,General Trade,Cash,Family,Biscuits,,Britannia,150,4.0,208.28,119.01,833.11,4.0,33.3,799.81,476.04,323.77,231.93,29.0,Delivered,No,Quality Issue,4,On Time,REP009,DIST0069,WH04,STORE01704,Supermarket,Semi-Urban,Yes,Price Off,No,52,Male,3.9,No,Facebook,43.0,303,No,SUP0001,3.0,4.0,0.922,73436.42
ORD101937,2025-01-16 00:00:00,CUST101999,PROD1028,Tamil Nadu,Chennai,South,Modern Trade,Cash,Health,Biscuits,Little Hearts,Britannia,250,20.0,147.86,90.74,2957.14,13.49,398.92,2558.22,1814.72,743.5,435.56,17.03,Pending,No,None,10,On Time,REP045,DIST0202,WH18,STORE02166,Hypermarket,Semi-Urban,Yes,Display,Yes,52,Female,5.0,No,Email,312.0,412,No,SUP0057,24.0,3.0,1.021,77247.3
ORD108706,2026-03-01 00:00:00,CUST101495,PROD1108,Tamil Nadu,Coimbatore,South,General Trade,Cash,Premium,Biscuits,Good Day,Britannia,200,4.0,119.19,68.64,476.76,10.46,49.85,426.9,274.57,152.34,86.02,20.15,Delivered,No,Damaged,13,Delayed,REP047,DIST0074,WH22,STORE01370,Distributor,Urban,No,BOGO,Yes,35,Female,3.1,No,Email,1435.0,461,No,SUP0032,4.0,3.0,1.066,147826.21
ORD107680,2026-03-27 00:00:00,CUST105084,PROD1042,Andhra Pradesh,Vijayawada,South,General Trade,Debit Card,Mass,Biscuits,Bourbon,Britannia,400,24.0,153.15,109.19,3675.51,14.7,540.13,3135.38,2620.51,514.87,165.66,5.28,Delivered,No,Quality Issue,7,On Time,REP072,DIST0010,WH23,STORE00815,Online,Urban,No,Price Off,Yes,48,Female,5.0,No,Referral,652.0,458,Yes,SUP0071,28.0,3.0,0.971,40738.62
ORD104292,2024-09-06 00:00:00,CUST103291,PROD1121,Odisha,Rourkela,East,General Trade,Cash,Mass,Biscuits,Jim Jam,Britannia,500,25.0,67.89,32.84,1697.3,8.42,142.88,1554.42,821.0,733.41,499.32,32.12,Delivered,Yes,Damaged,10,On Time,REP006,DIST0059,WH05,STORE02188,Hypermarket,Urban,Yes,None,Yes,35,Female,3.9,No,Instagram,1456.0,352,No,SUP0021,27.0,-8.0,1.038,88546.54
ORD105961,2024-09-28 00:00:00,CUST105079,PROD1042,Gujarat,Rajkot,West,General Trade,Cash,Mass,Biscuits,Tiger,Britannia,100,1.0,154.61,109.8,154.61,14.29,22.1,132.51,109.8,22.72,-53.21,-40.15,Pending,No,Wrong Item,10,On Time,REP065,DIST0287,WH10,STORE00718,Distributor,Urban,No,Price Off,No,23,Male,3.9,No,Organic,1206.0,457,No,SUP0081,1.0,-4.0,1.066,129588.39
ORD106940,2026-02-25 00:00:00,CUST103744,PROD1170,Rajasthan,Jodhpur,West,E-commerce,Credit Card,Mass,Biscuits,Marie Gold,Britannia,100,21.0,75.31,48.78,1581.43,1.37,21.68,1559.75,1024.38,535.37,347.25,22.26,Delivered,No,Customer Changed Mind,3,Delayed,REP008,DIST0254,WH18,STORE01342,Distributor,Semi-Urban,No,Bundle,Yes,51,Male,4.5,No,Facebook,852.0,268,No,SUP0146,26.0,-0.0,1.161,22401.5
ORD107925,2023-09-21 00:00:00,CUST104751,PROD1094,Maharashtra,Pune,West,General Trade,Debit Card,Health,Bread,Bread,Britannia,300,4.0,103.6,47.44,414.41,12.6,52.21,362.21,189.77,172.44,107.79,29.76,Delivered,No,Wrong Item,11,On Time,REP066,DIST0285,WH02,STORE00311,Online,Rural,Yes,BOGO,No,68,Female,5.0,No,Facebook,587.0,282,No,SUP0133,4.0,-1.0,0.96,64670.21
ORD107801,2026-05-24 00:00:00,CUST102975,PROD1052,Madhya Pradesh,Jabalpur,Central,Wholesale,Net Banking,Health,Biscuits,Treat,Britannia,300,7.0,164.42,120.85,1150.92,4.89,56.33,1094.59,845.92,248.67,120.63,11.02,Cancelled,No,Wrong Item,9,On Time,REP015,DIST0181,WH15,STORE01881,Kirana,Semi-Urban,No,None,No,45,Male,4.4,No,Google,391.0,238,No,SUP0064,8.0,-1.0,1.134,128380.55
ORD102440,2024-02-07 00:00:00,CUST101185,PROD1161,West Bengal,Durgapur,East,Modern Trade,Net Banking,Kids,Biscuits,Treat,Britannia,100,12.0,88.64,44.6,1063.71,7.45,79.26,984.45,535.2,449.25,284.0,28.85,Delivered,No,Quality Issue,8,On Time,REP014,DIST0263,WH16,STORE02606,Distributor,Rural,No,None,No,23,Female,4.2,No,Referral,1495.0,366,No,SUP0050,13.0,-2.0,0.876,130330.12
ORD107389,2023-11-22 00:00:00,CUST101784,PROD1200,Maharashtra,Pune,West,General Trade,Credit Card,Health,Biscuits,Milk Bikis,Britannia,300,11.0,105.18,67.92,1157.01,13.57,157.0,1000.01,747.16,252.85,142.16,14.22,Delivered,No,Wrong Item,12,Delayed,REP060,DIST0192,WH18,STORE00730,Online,Urban,No,Price Off,Yes,40,Male,3.7,No,Offline,1414.0,212,No,SUP0108,11.0,-7.0,0.936,114079.98
ORD104685,2024-06-16 00:00:00,CUST103668,PROD1067,West Bengal,Kolkata,East,Modern Trade,UPI,Mass,Biscuits,Good Day,Britannia,250,2.0,129.61,77.45,259.23,0.0,0.0,259.23,154.9,104.32,14.69,5.67,Cancelled,No,Customer Changed Mind,1,On Time,REP055,DIST0058,WH01,STORE02573,Supermarket,Semi-Urban,No,Bundle,No,39,Male,5.0,No,Instagram,1045.0,323,No,SUP0045,2.0,6.0,1.138,90448.58
ORD103854,2026-04-28 00:00:00,CUST100610,PROD1179,Karnataka,Mysuru,South,General Trade,UPI,Mass,Biscuits,Bourbon,Britannia,400,4.0,158.45,98.84,633.8,13.01,82.43,551.37,395.36,156.01,87.73,15.91,Delivered,No,Customer Changed Mind,11,On Time,REP048,DIST0240,WH10,STORE00574,Supermarket,Metro,No,Bundle,No,69,Female,3.2,No,Google,823.0,30,No,SUP0121,5.0,5.0,0.935,145083.7
